artist_norm,track_norm,peak_position,first_week,last_week,weeks_on,genre,track_id,artist_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,inverse_rank,top10,release_q,recession_t,event_time_k
joe nichols,tequila makes her clothes fall off,32,2005-10-15,2006-02-18,19,Country,33AQv3sfvHmtGfYNIJpi96,62.0,0.184,0.658,187067.0,0.776,1.52e-06,D,0.0888,-5.651,Major,0.0308,93.941,4/4,0.731,69,0,2005Q4,0,-8
joe nichols,tequila makes her clothes fall off,32,2005-10-15,2006-02-18,19,Rock,33AQv3sfvHmtGfYNIJpi96,63.0,0.184,0.658,187067.0,0.776,1.52e-06,D,0.0888,-5.651,Major,0.0308,93.941,4/4,0.731,69,0,2005Q4,0,-8
john legend,save room,61,2006-11-11,2007-03-03,6,R&B,3sTc75CCyIw4FPs6cXkOe7,64.0,0.0457,0.69,235667.0,0.572,0.0,G,0.0969,-6.131,Major,0.0264,111.919,4/4,0.375,40,0,2006Q4,0,-4
john legend,save room,61,2006-11-11,2007-03-03,6,Soul,3sTc75CCyIw4FPs6cXkOe7,64.0,0.0457,0.69,235667.0,0.572,0.0,G,0.0969,-6.131,Major,0.0264,111.919,4/4,0.375,40,0,2006Q4,0,-4
john legend,save room,61,2006-11-11,2007-03-03,6,Soul,38yNO4vxCC5YDB2orOwGpu,42.0,0.854,0.518,205800.0,0.278,0.0,G,0.192,-9.306,Major,0.0411,76.975,4/4,0.405,40,0,2006Q4,0,-4
john legend featuring andre 3000,green light,24,2008-09-20,2009-03-14,26,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,77,0,2008Q3,1,3
john mayer,dreaming with a broken heart,99,2007-11-10,2007-12-01,2,Pop,7keXdrB4mz57u4b8YkCwag,67.0,0.557,0.608,245747.0,0.351,0.00892,C,0.201,-9.316,Major,0.03,135.976,4/4,0.157,2,0,2007Q4,0,0
john mayer,dreaming with a broken heart,99,2007-11-10,2007-12-01,2,Rock,7keXdrB4mz57u4b8YkCwag,67.0,0.557,0.608,245747.0,0.351,0.00892,C,0.201,-9.316,Major,0.03,135.976,4/4,0.157,2,0,2007Q4,0,0
john mayer,free fallin,51,2008-07-19,2008-09-27,10,Pop,4LloVtxNZpeh7q7xdi1DQc,77.0,0.771,0.315,263573.0,0.296,0.0,F,0.702,-13.262,Major,0.0317,172.638,4/4,0.436,50,0,2008Q3,1,3
john mayer,free fallin,51,2008-07-19,2008-09-27,10,Rock,4LloVtxNZpeh7q7xdi1DQc,77.0,0.771,0.315,263573.0,0.296,0.0,F,0.702,-13.262,Major,0.0317,172.638,4/4,0.436,50,0,2008Q3,1,3
john mayer,gravity,71,2007-03-03,2007-05-19,4,Pop,3SktMqZmo3M9zbB7oKMIF7,75.0,0.731,0.764,245827.0,0.326,0.0013,G,0.24,-9.883,Major,0.0342,123.98,3/4,0.237,30,0,2007Q1,0,-3
john mayer,gravity,71,2007-03-03,2007-05-19,4,Rock,3SktMqZmo3M9zbB7oKMIF7,75.0,0.731,0.764,245827.0,0.326,0.0013,G,0.24,-9.883,Major,0.0342,123.98,3/4,0.237,30,0,2007Q1,0,-3
john mayer,half of my heart,25,2009-12-05,2010-10-23,20,Pop,7hR5toSPEgwFZ78jfHdANM,67.0,0.435,0.681,250373.0,0.593,0.000117,F,0.106,-9.327,Major,0.0251,115.058,4/4,0.731,76,0,2009Q4,0,8
john mayer,half of my heart,25,2009-12-05,2010-10-23,20,Rock,7hR5toSPEgwFZ78jfHdANM,67.0,0.435,0.681,250373.0,0.593,0.000117,F,0.106,-9.327,Major,0.0251,115.058,4/4,0.731,76,0,2009Q4,0,8
john mayer,heartbreak warfare,34,2009-12-05,2010-05-08,20,Pop,4gs07VlJST4bdxGbBsXVue,67.0,0.191,0.624,269720.0,0.554,0.00131,D,0.299,-8.113,Major,0.0225,97.031,4/4,0.311,67,0,2009Q4,0,8
john mayer,heartbreak warfare,34,2009-12-05,2010-05-08,20,Rock,4gs07VlJST4bdxGbBsXVue,67.0,0.191,0.624,269720.0,0.554,0.00131,D,0.299,-8.113,Major,0.0225,97.031,4/4,0.311,67,0,2009Q4,0,8
john mayer,say,12,2007-12-15,2008-08-02,28,Pop,6wZI4mdT8JwXgkGURnBQiq,61.0,0.541,0.485,230213.0,0.723,1.12e-06,A#,0.075,-6.565,Major,0.0317,167.845,4/4,0.541,89,0,2007Q4,0,0
john mayer,say,12,2007-12-15,2008-08-02,28,Rock,6wZI4mdT8JwXgkGURnBQiq,61.0,0.541,0.485,230213.0,0.723,1.12e-06,A#,0.075,-6.565,Major,0.0317,167.845,4/4,0.541,89,0,2007Q4,0,0
john mayer,waiting on the world to change,14,2006-07-29,2007-04-28,40,Pop,5imShWWzwqfAJ9gXFpGAQh,76.0,0.159,0.577,201173.0,0.756,0.000232,D,0.249,-5.82,Major,0.115,176.75,4/4,0.663,87,0,2006Q3,0,-5
john mayer,waiting on the world to change,14,2006-07-29,2007-04-28,40,Rock,5imShWWzwqfAJ9gXFpGAQh,76.0,0.159,0.577,201173.0,0.756,0.000232,D,0.249,-5.82,Major,0.115,176.75,4/4,0.663,87,0,2006Q3,0,-5
john mayer,who says,17,2009-10-31,2009-12-19,8,Pop,0HLWvLKQWpFdPhgk6ym58n,70.0,0.267,0.584,175480.0,0.509,0.00252,D,0.36,-13.109,Major,0.0287,90.457,4/4,0.367,84,0,2009Q4,0,8
john mayer,who says,17,2009-10-31,2009-12-19,8,Rock,0HLWvLKQWpFdPhgk6ym58n,70.0,0.267,0.584,175480.0,0.509,0.00252,D,0.36,-13.109,Major,0.0287,90.457,4/4,0.367,84,0,2009Q4,0,8
john mayer trio,who did you think i was,92,2005-10-01,2005-10-01,1,Blues,00gvX9sFwh19OH88f4v4jW,38.0,0.000379,0.232,189160.0,0.968,0.136,G,0.938,-5.597,Major,0.102,188.686,4/4,0.419,9,0,2005Q4,0,-8
john mellencamp,our country,88,2006-11-11,2006-11-11,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,13,0,2006Q4,0,-4
john rich,shuttin detroit down,75,2009-03-14,2009-05-02,8,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,26,0,2009Q1,1,5
jojo,too little too late,3,2006-09-02,2007-01-27,22,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,98,1,2006Q3,0,-5
jonas brothers,a little bit longer,11,2008-08-23,2008-08-23,1,Dance,5DeQvZfnYxhuDDCLYoIoeM,54.0,0.0228,0.302,205013.0,0.619,0.0,C,0.231,-4.812,Major,0.0331,156.359,4/4,0.291,90,0,2008Q3,1,3
jonas brothers,a little bit longer,11,2008-08-23,2008-08-23,1,Pop,5DeQvZfnYxhuDDCLYoIoeM,56.0,0.0228,0.302,205013.0,0.619,0.0,C,0.231,-4.812,Major,0.0331,156.359,4/4,0.291,90,0,2008Q3,1,3
jonas brothers,bb good,88,2008-08-30,2008-08-30,1,Dance,18JpZ9YxMiIQgZpaLX33Je,50.0,0.0294,0.656,176240.0,0.901,0.000139,E,0.0546,-5.213,Major,0.0398,135.009,4/4,0.891,13,0,2008Q3,1,3
jonas brothers,burnin up,5,2008-07-12,2008-10-25,16,Dance,72jGj8k9C7DIQesDYenUT3,73.0,0.0296,0.667,175093.0,0.954,0.0,D,0.331,-3.462,Major,0.0817,114.0,4/4,0.807,96,1,2008Q3,1,3
jonas brothers,burnin up,5,2008-07-12,2008-10-25,16,Pop,72jGj8k9C7DIQesDYenUT3,74.0,0.0296,0.667,175093.0,0.954,0.0,D,0.331,-3.462,Major,0.0817,114.0,4/4,0.807,96,1,2008Q3,1,3
jonas brothers,fly with me,83,2009-07-04,2009-07-04,1,Dance,6zdgTKh8O7rYugDRRGSSa0,60.0,0.00571,0.48,234147.0,0.926,0.0,C,0.119,-3.464,Major,0.0577,149.963,4/4,0.522,18,0,2009Q3,0,7
jonas brothers,fly with me,83,2009-07-04,2009-07-04,1,Pop,6zdgTKh8O7rYugDRRGSSa0,61.0,0.00571,0.48,234147.0,0.926,0.0,C,0.119,-3.464,Major,0.0577,149.963,4/4,0.522,18,0,2009Q3,0,7
jonas brothers,hold on,53,2007-08-11,2007-09-22,7,Dance,7BAtaHUQzlOE1LGKIca7RN,61.0,0.00413,0.474,164973.0,0.904,0.0,B,0.31,-3.54,Major,0.146,149.262,4/4,0.778,48,0,2007Q3,0,-1
jonas brothers,hold on,53,2007-08-11,2007-09-22,7,Pop,7BAtaHUQzlOE1LGKIca7RN,62.0,0.00413,0.474,164973.0,0.904,0.0,B,0.31,-3.54,Major,0.146,149.262,4/4,0.778,48,0,2007Q3,0,-1
jonas brothers,love is on its way,84,2009-03-14,2009-03-14,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,17,0,2009Q1,1,5
jonas brothers,lovebug,49,2008-09-27,2009-01-17,14,Dance,0JlPOiJFrlFnC5QHcLPyPV,68.0,0.126,0.597,220693.0,0.499,0.0,E,0.214,-6.216,Major,0.0581,79.071,4/4,0.521,52,0,2008Q3,1,3
jonas brothers,lovebug,49,2008-09-27,2009-01-17,14,Pop,0JlPOiJFrlFnC5QHcLPyPV,70.0,0.126,0.597,220693.0,0.499,0.0,E,0.214,-6.216,Major,0.0581,79.071,4/4,0.521,52,0,2008Q3,1,3
jonas brothers,paranoid,37,2009-05-30,2009-07-18,7,Dance,47Kfrm6G2wZUAPhiDTyado,59.0,0.00121,0.635,218560.0,0.848,0.0,A#,0.13,-4.482,Major,0.041,120.993,4/4,0.757,64,0,2009Q2,1,6
jonas brothers,paranoid,37,2009-05-30,2009-07-18,7,Pop,47Kfrm6G2wZUAPhiDTyado,60.0,0.00121,0.635,218560.0,0.848,0.0,A#,0.13,-4.482,Major,0.041,120.993,4/4,0.757,64,0,2009Q2,1,6
jonas brothers,play my music,20,2008-07-05,2008-08-02,5,Dance,5MTQbjkMmE6WsDQ8JlyEVo,67.0,0.000856,0.466,197507.0,0.877,0.0,D,0.23,-3.54,Major,0.13,177.708,4/4,0.765,81,0,2008Q3,1,3
jonas brothers,play my music,20,2008-07-05,2008-08-02,5,Pop,5MTQbjkMmE6WsDQ8JlyEVo,68.0,0.000856,0.466,197507.0,0.877,0.0,D,0.23,-3.54,Major,0.13,177.708,4/4,0.765,81,0,2008Q3,1,3
jonas brothers,pushin me away,16,2008-08-02,2008-08-09,2,Dance,33N3UkAInISNqvTrw2hSpT,52.0,0.0145,0.473,183120.0,0.903,1.23e-06,G,0.195,-6.123,Major,0.0678,161.956,4/4,0.452,85,0,2008Q3,1,3
jonas brothers,sos,17,2007-08-25,2008-01-12,21,Dance,5hbytEkl5hUB5iRb0cCtZi,69.0,0.000628,0.598,153347.0,0.685,0.0,G,0.149,-3.873,Major,0.0679,137.035,4/4,0.712,84,0,2007Q3,0,-1
jonas brothers,sos,17,2007-08-25,2008-01-12,21,Pop,5hbytEkl5hUB5iRb0cCtZi,70.0,0.000628,0.598,153347.0,0.685,0.0,G,0.149,-3.873,Major,0.0679,137.035,4/4,0.712,84,0,2007Q3,0,-1
jonas brothers,tonight,8,2008-08-16,2009-03-14,4,Dance,535wBxxspKEuwTsr0xQxzZ,55.0,0.000532,0.465,209707.0,0.954,2.79e-05,E,0.313,-4.536,Major,0.0833,155.899,4/4,0.756,93,1,2008Q3,1,3
jonas brothers,tonight,8,2008-08-16,2009-03-14,4,Pop,535wBxxspKEuwTsr0xQxzZ,56.0,0.000532,0.465,209707.0,0.954,2.79e-05,E,0.313,-4.536,Major,0.0833,155.899,4/4,0.756,93,1,2008Q3,1,3
jonas brothers,when you look me in the eyes,25,2008-02-09,2008-05-31,17,Dance,6YnauKvhKMFOX63RwmiCwH,63.0,0.0269,0.393,249693.0,0.767,0.0,D,0.27,-3.685,Major,0.0337,136.047,4/4,0.506,76,0,2008Q1,1,1
jonas brothers,when you look me in the eyes,25,2008-02-09,2008-05-31,17,Pop,6YnauKvhKMFOX63RwmiCwH,65.0,0.0269,0.393,249693.0,0.767,0.0,D,0.27,-3.685,Major,0.0337,136.047,4/4,0.506,76,0,2008Q1,1,1
jonas brothers,year 3000,31,2007-02-17,2007-04-21,9,Dance,7BbyWKteSctTKe696qf7fw,66.0,0.0163,0.622,201813.0,0.919,6.87e-06,B,0.523,-4.088,Major,0.0651,107.06,4/4,0.81,70,0,2007Q1,0,-3
jonas brothers,year 3000,31,2007-02-17,2007-04-21,9,Pop,6vpQluFwjbt4ZEl8mw6swS,67.0,0.00374,0.661,201960.0,0.861,1.15e-06,B,0.32,-5.841,Major,0.0465,106.962,4/4,0.771,70,0,2007Q1,0,-3
jordan pruitt,jump to the rhythm,54,2007-01-27,2007-02-17,4,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,47,0,2007Q1,0,-3
jordan pruitt,outside looking in,77,2007-02-24,2007-03-03,2,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,24,0,2007Q1,0,-3
jordin sparks,a broken wing,66,2007-06-09,2007-06-16,2,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,35,0,2007Q2,0,-2
jordin sparks,battlefield,10,2009-05-30,2009-10-24,22,R&B,1Nme6K1PYAh7p7uygyuRdf,60.0,0.0178,0.613,241348.0,0.634,0.0,D,0.0719,-3.472,Major,0.0339,144.953,4/4,0.37,91,1,2009Q2,1,6
jordin sparks,battlefield,10,2009-05-30,2009-10-24,22,Pop,1Nme6K1PYAh7p7uygyuRdf,60.0,0.0178,0.613,241348.0,0.634,0.0,D,0.0719,-3.472,Major,0.0339,144.953,4/4,0.37,91,1,2009Q2,1,6
jordin sparks,battlefield,10,2009-05-30,2009-10-24,22,Rap,1Nme6K1PYAh7p7uygyuRdf,60.0,0.0178,0.613,241348.0,0.634,0.0,D,0.0719,-3.472,Major,0.0339,144.953,4/4,0.37,91,1,2009Q2,1,6
jordin sparks,battlefield,10,2009-05-30,2009-10-24,22,Rock,1Nme6K1PYAh7p7uygyuRdf,60.0,0.0178,0.613,241348.0,0.634,0.0,D,0.0719,-3.472,Major,0.0339,144.953,4/4,0.37,91,1,2009Q2,1,6
jordin sparks,i who have nothing,80,2007-06-09,2007-06-09,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,21,0,2007Q2,0,-2
jordin sparks,one step at a time,17,2008-07-12,2008-11-29,21,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,84,0,2008Q3,1,3
jordin sparks,tattoo,8,2007-10-13,2008-05-10,31,Dance,3Ui2jdyxbZQrZohfM0NOgG,64.0,0.431,0.566,233467.0,0.766,0.0,D,0.101,-5.036,Major,0.0399,168.005,4/4,0.547,93,1,2007Q4,0,0
jordin sparks,tattoo,8,2007-10-13,2008-05-10,31,R&B,3Ui2jdyxbZQrZohfM0NOgG,65.0,0.431,0.566,233467.0,0.766,0.0,D,0.101,-5.036,Major,0.0399,168.005,4/4,0.547,93,1,2007Q4,0,0
jordin sparks,tattoo,8,2007-10-13,2008-05-10,31,Pop,3Ui2jdyxbZQrZohfM0NOgG,65.0,0.431,0.566,233467.0,0.766,0.0,D,0.101,-5.036,Major,0.0399,168.005,4/4,0.547,93,1,2007Q4,0,0
jordin sparks,tattoo,8,2007-10-13,2008-05-10,31,Rap,3Ui2jdyxbZQrZohfM0NOgG,65.0,0.431,0.566,233467.0,0.766,0.0,D,0.101,-5.036,Major,0.0399,168.005,4/4,0.547,93,1,2007Q4,0,0
jordin sparks,tattoo,8,2007-10-13,2008-05-10,31,Rock,3Ui2jdyxbZQrZohfM0NOgG,65.0,0.431,0.566,233467.0,0.766,0.0,D,0.101,-5.036,Major,0.0399,168.005,4/4,0.547,93,1,2007Q4,0,0
jordin sparks,this is my now,15,2007-06-09,2007-06-30,4,Dance,6P5mjh3dfcYJ6JoDd4tdWI,56.0,0.199,0.467,230627.0,0.56,0.0,F#,0.0942,-5.37,Major,0.0287,147.905,4/4,0.179,86,0,2007Q2,0,-2
jordin sparks,this is my now,15,2007-06-09,2007-06-30,4,R&B,6P5mjh3dfcYJ6JoDd4tdWI,56.0,0.199,0.467,230627.0,0.56,0.0,F#,0.0942,-5.37,Major,0.0287,147.905,4/4,0.179,86,0,2007Q2,0,-2
jordin sparks duet with chris brown,no air,3,2008-01-19,2008-09-13,35,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,98,1,2008Q1,1,1
josh gracin,we werent crazy,82,2008-04-19,2008-08-09,10,Country,1P0QYbg9KhGtv2OvvYgAWq,40.0,0.208,0.42,227307.0,0.819,0.0,C,0.206,-2.557,Major,0.0407,164.014,4/4,0.657,19,0,2008Q2,1,2
josh groban,ill be home for christmas,95,2006-12-30,2006-12-30,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,6,0,2006Q4,0,-4
josh groban the african childrens choir,you raise me up,76,2007-05-12,2007-05-19,2,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,25,0,2007Q2,0,-2
josh turner,firecracker,50,2007-09-29,2008-02-09,20,Country,6qqZ3ZyjCrXNdrRB17qX5k,49.0,0.097,0.447,208787.0,0.969,0.000175,C#,0.0983,-5.748,Minor,0.102,174.799,3/4,0.746,51,0,2007Q3,0,-1
josh turner,me and god,98,2007-05-05,2007-05-12,2,Country,4qxyFAM8gwoJEIrtuHdC5E,37.0,0.197,0.338,191333.0,0.845,2.98e-06,D,0.911,-6.406,Major,0.0423,75.078,3/4,0.576,3,0,2007Q2,0,-2
josh turner,me and god,98,2007-05-05,2007-05-12,2,Country,2lfBuEVBgvKLAkcypn68VD,49.0,0.237,0.59,179587.0,0.755,5.13e-06,D#,0.124,-6.173,Major,0.0286,153.309,4/4,0.842,3,0,2007Q2,0,-2
josh turner,why dont we just dance,35,2009-11-28,2010-04-10,20,Country,2p07VcUwRZ5sru3mJ0JogS,65.0,0.42,0.677,192800.0,0.776,0.000689,F,0.0954,-5.933,Major,0.0386,121.834,4/4,0.642,66,0,2009Q4,0,8
josh turner,why dont we just dance,35,2009-11-28,2010-04-10,20,Rock,2p07VcUwRZ5sru3mJ0JogS,65.0,0.42,0.677,192800.0,0.776,0.000689,F,0.0954,-5.933,Major,0.0386,121.834,4/4,0.642,66,0,2009Q4,0,8
josh turner,would you go with me,43,2006-07-15,2006-11-25,20,Country,1KhrAWvLIjRlQIJtSTgvsi,64.0,0.131,0.604,228187.0,0.846,0.00109,F#,0.11,-5.26,Major,0.0288,122.915,4/4,0.774,58,0,2006Q3,0,-5
josh turner,would you go with me,43,2006-07-15,2006-11-25,20,Rock,1KhrAWvLIjRlQIJtSTgvsi,64.0,0.131,0.604,228187.0,0.846,0.00109,F#,0.11,-5.26,Major,0.0288,122.915,4/4,0.774,58,0,2006Q3,0,-5
josh turner,your man,38,2005-12-24,2006-05-13,20,Rock,1WzAeadSKJhqykZFbJNmQv,71.0,0.331,0.742,211893.0,0.638,0.000221,F#,0.0584,-4.332,Major,0.0239,100.504,4/4,0.748,63,0,2005Q4,0,-8
josh turner,your man,38,2005-12-24,2006-05-13,20,Country,1WzAeadSKJhqykZFbJNmQv,71.0,0.331,0.742,211893.0,0.638,0.000221,F#,0.0584,-4.332,Major,0.0239,100.504,4/4,0.748,63,0,2005Q4,0,-8
josh turner featuring trisha yearwood,another try,96,2008-06-14,2008-06-28,3,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,5,0,2008Q2,1,2
joshua radin,id rather be with you,82,2008-09-27,2008-10-04,2,Folk,0FdQ98kOrGCnheoeZWayZm,49.0,0.0717,0.574,169213.0,0.481,0.0003,C#,0.113,-12.306,Major,0.0353,81.582,4/4,0.228,19,0,2008Q3,1,3
joshua radin,id rather be with you,82,2008-09-27,2008-10-04,2,Indie,0FdQ98kOrGCnheoeZWayZm,49.0,0.0717,0.574,169213.0,0.481,0.0003,C#,0.113,-12.306,Major,0.0353,81.582,4/4,0.228,19,0,2008Q3,1,3
joss stone,tell me bout it,83,2007-04-07,2007-04-07,1,Soul,7GmELLCacoDxgw74xfeUE4,43.0,0.00333,0.864,169187.0,0.927,6.93e-05,A#,0.821,-4.285,Minor,0.11,109.303,4/4,0.686,18,0,2007Q2,0,-2
juanes,lo que me gusta a mi,94,2006-04-15,2006-04-15,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,7,0,2006Q2,0,-6
juanes,me enamora,69,2007-09-29,2008-01-05,14,Dance,5BY0p2EH4EznNZ0MFD9mjt,61.0,0.0173,0.684,192613.0,0.85,0.0,E,0.0913,-3.867,Minor,0.034,94.003,4/4,0.922,32,0,2007Q3,0,-1
juelz santana,oh yes,56,2006-01-28,2006-04-08,11,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,45,0,2006Q1,0,-7
juelz santana,there it go,6,2005-10-15,2006-03-25,24,Hip-Hop,50UkypyQJbSQLaXHke5Yep,58.0,0.022,0.947,180493.0,0.883,0.000478,F#,0.422,-6.306,Minor,0.208,100.004,4/4,0.56,95,1,2005Q4,0,-8
juelz santana,there it go,6,2005-10-15,2006-03-25,24,Rap,50UkypyQJbSQLaXHke5Yep,58.0,0.022,0.947,180493.0,0.883,0.000478,F#,0.422,-6.306,Minor,0.208,100.004,4/4,0.56,95,1,2005Q4,0,-8
julianne hough,that song in my head,88,2008-06-07,2008-07-26,6,Country,28iutfEP6JEXbHHqub8GzB,35.0,0.0753,0.486,193493.0,0.858,0.0,C,0.0726,-2.468,Major,0.0951,185.947,4/4,0.74,13,0,2008Q2,1,2
justin bieber,bigger,94,2009-12-05,2009-12-05,1,Dance,0ffOWJVrYmtKcmQJbPWuhc,48.0,0.226,0.78,197800.0,0.748,0.0,F,0.352,-2.863,Minor,0.121,104.075,4/4,0.884,7,0,2009Q4,0,8
justin bieber,down to earth,79,2009-12-05,2009-12-05,1,Dance,1q9pBaYcydq7LyYwD8SEBs,54.0,0.398,0.536,245760.0,0.727,0.0,D,0.434,-4.861,Major,0.0269,82.032,4/4,0.205,22,0,2009Q4,0,8
justin bieber,favorite girl,26,2009-11-21,2009-11-28,2,Dance,4nTjkWK590oBDcnIxTr1mI,55.0,0.0535,0.582,256800.0,0.694,0.0,G,0.12,-4.396,Major,0.055,176.047,4/4,0.643,75,0,2009Q4,0,8
justin bieber,love me,37,2009-11-14,2010-01-09,4,Dance,0yIywEquxORnu1dR0WYsdN,63.0,0.00879,0.704,191573.0,0.872,0.0,F,0.241,-3.29,Minor,0.0794,124.939,4/4,0.714,64,0,2009Q4,0,8
justin bieber,love me,37,2009-11-14,2010-01-09,4,Pop,0yIywEquxORnu1dR0WYsdN,65.0,0.00879,0.704,191573.0,0.872,0.0,F,0.241,-3.29,Minor,0.0794,124.939,4/4,0.714,64,0,2009Q4,0,8
justin bieber,one less lonely girl,16,2009-10-24,2010-02-13,16,Dance,69ghzc538EQSVon2Gm3wrr,64.0,0.151,0.577,229107.0,0.779,0.0,E,0.471,-4.404,Major,0.221,86.985,4/4,0.716,85,0,2009Q4,0,8
justin bieber,one less lonely girl,16,2009-10-24,2010-02-13,16,Pop,69ghzc538EQSVon2Gm3wrr,64.0,0.151,0.577,229107.0,0.779,0.0,E,0.471,-4.404,Major,0.221,86.985,4/4,0.716,85,0,2009Q4,0,8
justin bieber,one time,17,2009-07-25,2010-01-23,25,Dance,6eDApnV9Jdb1nYahOlbbUh,66.0,0.0808,0.707,215867.0,0.833,4.42e-05,C#,0.0778,-2.553,Minor,0.0359,145.997,4/4,0.734,84,0,2009Q3,0,7
justin bieber,one time,17,2009-07-25,2010-01-23,25,Pop,6eDApnV9Jdb1nYahOlbbUh,66.0,0.0808,0.707,215867.0,0.833,4.42e-05,C#,0.0778,-2.553,Minor,0.0359,145.997,4/4,0.734,84,0,2009Q3,0,7
justin bieber featuring usher,first dance,99,2009-12-05,2009-12-05,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,2,0,2009Q4,0,8
justin moore,small town usa,44,2009-06-20,2009-10-31,20,Country,5pyB5WEAEwqwl18UaBLeBl,59.0,0.122,0.593,218853.0,0.601,5.69e-06,F#,0.181,-5.996,Major,0.029,131.929,4/4,0.531,57,0,2009Q2,1,6
justin moore,small town usa,44,2009-06-20,2009-10-31,20,Rock,5pyB5WEAEwqwl18UaBLeBl,59.0,0.122,0.593,218853.0,0.601,5.69e-06,F#,0.181,-5.996,Major,0.029,131.929,4/4,0.531,57,0,2009Q2,1,6
justin timberlake,lovestoned,17,2007-07-21,2007-12-01,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,84,0,2007Q3,0,-1
justin timberlake,sexyback,1,2006-07-22,2007-03-24,36,Dance,39pAejlRtfubA42tGfHLFT,67.0,0.0584,0.967,242733.0,0.583,0.0,G,0.0519,-5.562,Minor,0.0789,117.0,4/4,0.964,100,1,2006Q3,0,-5
justin timberlake,sexyback,1,2006-07-22,2007-03-24,36,Pop,39pAejlRtfubA42tGfHLFT,67.0,0.0584,0.967,242733.0,0.583,0.0,G,0.0519,-5.562,Minor,0.0789,117.0,4/4,0.964,100,1,2006Q3,0,-5
justin timberlake,sexyback,1,2006-07-22,2007-03-24,36,Rap,39pAejlRtfubA42tGfHLFT,67.0,0.0584,0.967,242733.0,0.583,0.0,G,0.0519,-5.562,Minor,0.0789,117.0,4/4,0.964,100,1,2006Q3,0,-5
justin timberlake,summer love,6,2007-04-28,2007-09-08,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,95,1,2007Q2,0,-2
justin timberlake,what goes aroundcomes around,1,2006-12-23,2007-06-09,25,Dance,4ZrEjG3Vef85NTve8ptC9Q,72.0,0.131,0.685,448533.0,0.723,0.000935,G,0.592,-4.791,Major,0.176,75.995,4/4,0.385,100,1,2006Q4,0,-4
justin timberlake,what goes aroundcomes around,1,2006-12-23,2007-06-09,25,Dance,0R03f3Axt495bkgGhivLEe,57.0,0.153,0.717,313133.0,0.7,0.000462,G,0.141,-5.155,Major,0.0624,75.979,4/4,0.499,100,1,2006Q4,0,-4
justin timberlake,what goes aroundcomes around,1,2006-12-23,2007-06-09,25,Pop,4ZrEjG3Vef85NTve8ptC9Q,72.0,0.131,0.685,448533.0,0.723,0.000935,G,0.592,-4.791,Major,0.176,75.995,4/4,0.385,100,1,2006Q4,0,-4
justin timberlake,what goes aroundcomes around,1,2006-12-23,2007-06-09,25,Rap,4ZrEjG3Vef85NTve8ptC9Q,72.0,0.131,0.685,448533.0,0.723,0.000935,G,0.592,-4.791,Major,0.176,75.995,4/4,0.385,100,1,2006Q4,0,-4
